,Authors,Body,Keywords,Date
10,[],,"['angels', 'guardian', 'led', 'crime', 'founder', 'mayors', 'republican', 'nyc', 'issues', 'present']",
11,[],,"['giving', 'parenthood', 'money', 'rubio', 'states', 'relief', 'planned', 'rips', 'package', 'irresponsible']",
12,[],,"['lockdown', 'crisis', 'health', 'lahren', 'coronavirus', 'mental']",
13,"['Brooke Singman', 'Brooke Singman Is A Politics Reporter For Fox News. Follow Her On Twitter At']","President Biden on Thursday celebrated the House passing a sweeping election reform bill, saying he would sign it if it passes the Senate.

Biden called it ""urgently needed"" to protect the right to vote and to ""strengthen"" democracy, and vowed to work with Congress to ""refine and advance"" the legislation.

The For the People Act of 2021, known as H.R. 1, passed Wednesday by a vote of 220 to 210. No Republicans joined with Democrats in approving the bill, H.R. 1.

HOUSE DEMOCRATS PASS EXTENSIVE VOTING AND CAMPAIGN FINANCE REFORM BILL H.R. 1

""In the wake of an unprecedented assault on our democracy; a coordinated attempt to ignore, undermine, and undo the will of the American people never before seen in our history; and a new wave of aggressive attacks on voting rights taking place in states across the country, I applaud Speaker Pelosi and the House of Representatives for passing H.R. 1, the For the People Act of 2021,"" Biden said in a statement Thursday.

Biden called the right to vote ""sacred and fundamental,"" adding that it is ""the right from which all of our other rights as Americans spring.""

""It will rein in the outrageous gerrymandering that distorts our democracy,"" Biden said. ""It will empower the Justice Department to crack down on laws that curtail voting rights along racial lines. It will reform our campaign finance system to amplify the voices of the people — not the powerful. And it will modernize and secure our future elections against all manner of threats.""

""I look forward to working with Congress to refine and advance this important bill,"" Biden continued. ""And I look forward to signing it into law after it has passed through the legislative process, so that together we can strengthen and restore American democracy for the next election and all those to come.""

House Speaker Nancy Pelosi, D-Calif, said the legislation is needed to combat voter suppression efforts in states, crack down on corruption and diminish the influence of big donors in politics.

HOUSE DEMOCRATS' H.R. 1 WOULD CREATE NEW PUBLIC FINANCING OF CONGRESSIONAL CAMPAIGNS

The bill would create automatic voter registration across the country and allow felonss who have served their sentences to vote. The bill would also expand early voting and enhance absentee voting by simplifying voting by mail.

The bill would also require more online political ad disclosures and force all organizations involved in political activity to disclose their large donors.

A major pillar of the legislation is setting up a new public financing system for congressional and presidential elections to incentivize small-dollar donations. The legislation would establish a 6:1 match using taxpayer money for each grassroots contribution to a candidate up to $200.

For example, a $200 donation to a House candidate would garner a $1,200 match in public funds for a total contribution of $1,400.

MCCONNELL SLAMS HOUSE DEMS' ELECTION REFORM BILL AS 'WRONG RESPONSE' TO LACK OF FAITH IN ELECTIONS

The public match program would be funded by a new 4.75% surcharge on criminal and civil penalties and settlements that corporations pay to the U.S. government. The nonpartisan Congressional Budget Office estimated this week the new revenue stream would generate about $3.2 billion over 10 years.

Republicans blasted the public financing provision as a way to line the campaign coffers of members of Congress.

""This bill isn't for the people, it's for the politicians,"" said Rep. Rodney Davis, R-Ill.

The bill also reaffirms Congress' authority to regulate money in politics, pushing back on the Supreme Court's Citizen United decision.

Meanwhile, the bill seeks to ""fortify ethics law"" by breaking the ""influence economy in Washington"" and increases accountability by expanding conflict-of-interest laws and divestment requirements in an effort to slow the ""revolving door"" and prevent members of Congress from serving on corporate boards.

The bill, also, in a swipe at former President Donald Trump, requires presidents to disclose their tax returns — something Trump did not do while in office.

The legislation would also close loopholes for lobbyists and foreign agents and ensure that watchdogs have ""sufficient resources"" to enforce the law.

CLICK HERE TO GET THE FOX NEWS APP

Republicans fiercely opposed the legislation—this time around, and during the last Congress when House Democrats first introduced the legislation.

Senate Minority Leader Mitch McConnell, R-Ky., last week, slammed the legislation as ""exactly the wrong response"" to what he called the ""distressing lack of faith in our elections,"" saying Democrats want to use their ""temporary power"" to ""try to ensure they'll never have to relinquish it.""

Fox News' Peter Doocy, Marisa Schultz and The Associated Press contributed to this report.","['reform', 'vote', 'bill', 'celebrates', 'campaign', 'voting', 'work', 'house', 'legislation', 'dems', 'public', 'refine', 'vows', 'hr', 'democrats', 'passing', 'congress']",
14,['Marisa Schultz'],"Democratic Rep. Bennie Thompsom's lone ""no"" vote against H.R. 1, the massive voting rights and election reform legislation, was no accident.

Thompson, of Mississippi, joined with all Republicans late Wednesday to vote against the House Democrats' top legislative priority, known as the For the People Act of 2021.

Thompson's vote was surprising since he was a co-sponsor of the legislation along with the rest of the Democratic caucus. But Thompson said Thursday his constituents weren't supportive of the election overhaul, so he stood with them rather than his colleagues.

HOUSE DEMOCRATS PASS EXTENSIVE VOTING AND CAMPAIGN FINANCE REFORM BILL, H.R. 1

""My constituents opposed the redistricting portion of the bill as well as the section on public finances,"" Thompson said in a statement to Fox News. ""I always listen and vote in the interest of my constituents.""

The legislation requires states to establish independent redistricting commissions to carry out the once-a-decade redrawing of congressional districts in an effort to avoid partisan gerrymandering. The bill also establishes a new public financing system for congressional and presidential elections to incentivize small-dollar donations.

HOUSE DEMOCRATS' H.R. 1 WOULD CREATE NEW PUBLIC FINANCING OF CONGRESSIONAL CAMPAIGNS

The legislation would create a 6:1 match for each grassroots contribution to a candidate up to $200. For example, a $200 donation to a House candidate would garner a $1,200 match in public funds for a total contribution of $1,400.

The public match program would be funded by a new 4.75% surcharge on criminal and civil penalties and settlements that corporations pay to the U.S. government. The nonpartisan Congressional Budget Office estimated this week the new revenue stream would generate about $3.2 billion over 10 years.

The election legislation passed by a vote of 220 to 210. No Republicans joined with Democrats in approving the sweeping voter rights reform that now heads to the Senate.

Numbered H.R. 1 to signify it is the top priority of House Democrats, the legislation would also enact automatic voter registration, restore voting rights to felons after they have completed their sentences and expand early voting access and absentee voting.

REP. BENNIE THOMPSON FILES CIVIL LAWSUIT AGAINST TRUMP FOR JAN. 6 RIOT: 'WE MUST HOLD HIM ACCOUNTABLE'

It also prohibits voter roll purges and partisan gerrymandering of congressional districts, imposes new campaign finance rules, and requires presidential nominees to release 10 years of tax returns.

H.R. 1 would also take aim at big-dollar donors and dark money in politics by requiring additional disclosure of campaign donors and disclaimers on political advertising.

CLICK HERE TO GET THE FOX NEWS APP

The legislation now heads to the Senate where it has a tough road for passage as the chamber is split 50-50 between Democrats and Republicans. The legislation would require 60 votes to advance and needs GOP support.","['election', 'vote', 'explains', 'rep', 'dem', 'voting', 'legislation', 'mississippi', 'public', 'congressional', 'voter', 'rights', 'bill', 'hr', 'democrats', 'thompson', 'massive']",
15,['Ronn Blitzer'],"Former Vice President Mike Pence offered harsh criticism for a Democrat-proposed voting reform legislation while condemning the Capitol protest on Jan. 6 that, he said, interrupted what would have been a worthwhile discussion of election integrity.

In an op-ed for the Daily Signal published Wednesday, Pence said that H.R. 1, known as the For the People Act, is ""unconstitutional, reckless, and anti-democratic"" because it would take power over elections away from the states.

REPUBLICAN STUDY COMMITTEE HITS BACK AT DEMOCRATS' HR 1 ELECTION BILL

""While legislators in many states have begun work on election reform to restore public confidence in state elections, unfortunately, congressional Democrats have chosen to sweep those valid concerns and reforms aside and to push forward a brazen attempt to nationalize elections in blatant disregard of the U.S. Constitution,"" Pence wrote.

Pence supported the need for states to be able to set their own election laws, claiming that ""voting irregularities"" in November's presidential election occurred in large part in states where existing laws had been ""set aside ... in favor of sweeping changes ordered by governors, secretaries of state, and courts.""

Pence claimed that H.R. 1, which Congress is scheduled to vote on later this week, ""would increase opportunities for election fraud, trample the First Amendment, further erode confidence in our elections, and forever dilute the votes of legally qualified eligible voters."" Meanwhile, he said lawmakers should be focused on improving election security and public confidence in the voting process.

MCCONNELL SLAMS HOUSE DEMS' ELECTION REFORM BILL AS 'WRONG RESPONSE' TO LACK OF FAITH IN ELECTIONS

The former vice president said that the existing concern about election security shared by many Americans was why he wanted to ensure that objections to electoral votes at the Jan. 6 joint session of Congress over which he presided ""would be given a full hearing.""

Pence noted that rioting at the Capitol interrupted that process.

""The tragic events of Jan. 6—the most significant being the loss of life and violence at our nation’s Capitol—also deprived the American people of a substantive discussion in Congress about election integrity in America,"" Pence wrote.

Pence cautioned that H.R. 1 would only exacerbate the public's lack of confidence because it ""mandates the most questionable and abuse-prone election rules nationwide, while banning commonsense measures to detect, deter, and prosecute election fraud.""

EVERY HOUSE DEMOCRAT SIGNS ON TO SWEEPING HR 1 BILL, GOP ARGUES IT WOULD 'UNDERMINE' ELECTION INTEGRITY

Those measures include universal mail-in voting, same-day voter registration, ballot harvesting, and automatic registration for people in government databases such as motor vehicle departments – which Pence said would lead to illegal immigrants being registered to vote.

The bill’s sponsor, Rep. John Sarbanes, D-Md., slammed Pence in response to the criticism, calling him ""Exhibit A of the corrupt status quo in Washington"" that the bill looks to end.

CLICK HERE TO GET THE FOX NEWS APP

""Most Americans – including a majority of Republican voters – support the core elements of this historic and transformational reform effort,"" Sarbanes said.

The bill does provide for certain security measures, including providing for a ""voter-verified paper ballot"" that voters would be able to inspect before their vote is officially cast and counted.

H.R. 1 could also expand who would get to vote, as it calls for a congressional task force to examine allowing residents of U.S. territories to vote, and discusses statehood for Washington, D.C. It also opposes restrictions such as requiring voter identification or placing conditions on convicted felons before they can regain the right to vote.","['election', 'vote', 'reform', 'elections', 'voters', 'voting', 'confidence', 'prevented', 'laments', 'integrity', 'discussion', 'substantive', 'bill', 'hr', 'rails', 'pence', 'riot']",
16,"['David Rutz', 'David Rutz Is A Senior Editor At Fox News. Follow Him On Twitter At']","Former White House press secretary Kayleigh McEnany said Thursday she didn't need to a ""ton of circling back"" with reporters because of the access afforded her by former President Donald Trump, in a reference to successor Jen Psaki's go-to line when she can't directly answer questions.

Reacting to a ""Fox & Friends"" montage of Psaki saying she would ""circle back"" with various reporters during her six weeks with the Biden White House, McEnany said she had the advantage of knowing where Trump stood on issues.

""I wish Jen Psaki all the best, it is a very hard job but that being said, we took great pains in our administration to do hours and hours of research beforehand, days sometimes,"" she said.

""I always knew where my boss stood. Unlike other press secretaries who maybe didn't have walk-in privileges, I could walk in at any time ... I always knew where his head was at, so I didn't have to a ton of circling back because President Trump gave a lot of access to me.""

KAYLEIGH MCENANY TALKS UNDERGOING DOUBLE MASTECTOMY, POTENTIAL RUN FOR OFFICE

Psaki has held daily press conferences after the Trump White House largely eschewed the practice over McEnany's term, but Trump was known for his openness with the press.

WHITE HOUSE CUTS VIRTUAL EVENT FEED AFTER BIDEN SAYS HE'S 'HAPPY TO TAKE QUESTIONS' FROM HOUSE DEMOCRATS

McEnany also took a dig at President Biden for staying in the ""basement"" and avoiding press questions. While Biden has occasionally answered questions shouted at him after formal remarks, he has gone 44 days without holding a solo press conference, a record for modern presidents.

""It's exactly like the campaign. That was his strategy all along,"" said McEnany, a new Fox News analyst.

CLICK HERE TO GET THE FOX NEWS APP

""Hide in the basement, don't talk to the American people ... That's what President Trump offered. He gave transparency. He was always willing to take questions, always willing to go to the podium, always willing to stop on his way to the helicopter. Transparency is what he offered, and Joe Biden vowed transparency. Now he's set a 100-year record for not going to the podium.""","['willing', 'psakis', 'questions', 'press', 'president', 'house', 'trump', 'circle', 'didnt', 'white', 'biden', 'performance', 'transparency', 'mcenany', 'access', 'gave']",
17,[],"White House press secretary Jen Psaki has refused to describe the surge of unaccompanied migrant children at the US-Mexico border as a ""crisis,"" but she repeatedly used that label when talking about issues during former President Donald Trump's administration.

As arrests of migrant children illegally crossing the border have steadily climbed under President Biden's administration, Psaki has repeatedly declined to address the situation as a ""crisis.""

But Psaki has described other issues that way.

The White House press secretary referred to climate change as a ""crisis"" in a past tweet criticizing former Trump on the subject.

SURGE OF 13,000 CENTRAL AMERICAN MINORS EXPECTED AT BORDER

""Its not just [COVID-19]...where [Trump] has ignored experts and science...it’s true for the climate crisis too,"" Psaki wrote in May of last year.

Psaki also called gun violence a ""crisis"" in August 2019, thanking the gun control group Everytown for Gun Safety for ""putting some [cash] behind ads holding Republicans accountable who won't support"" legislation for background checks and controversial red-flag laws.

A couple of weeks later, the White House press secretary called gun violence a ""crisis"" again and asked former Democratic presidential candidate Beto O’Rourke in a tweet to ""take guns,"" saying ""no one needs an assault weapon"" in 2019.

Additionally, Psaki referred to the presidency of Biden’s predecessor, Trump, as an ""existential crisis"" in a 2020 tweet when talking about money from grassroots campaigns in comparison to the money from ""liberal billionaires.""

Psaki did not immediately return Fox News’ request for comment.

HOMAN FIRES BACK AFTER BIDEN DHS SECRETARY SLAMS TRUMP IMMIGRATION POLICIES: ‘DON’T TELL ME ABOUT COMPASSION’

Department of Homeland Security Secretary Alejandro Mayorkas claimed to reporters on Monday that there is no crisis involving an overflow of migrant children.

CLICK HERE TO GET THE FOX NEWS APP

Psaki recently defended the opening of a new child migrant holding facility that was criticized under the Trump administration. She said the Biden administration’s policy is ""not to expel unaccompanied children who arrive at the border.""","['psaki', 'secretary', 'gun', 'children', 'border', 'crisis', 'press', 'called', 'white', 'trump', 'house', 'heres', 'wont', 'flood', 'migrant']",
18,"['Brooke Singman', 'Brooke Singman Is A Politics Reporter For Fox News. Follow Her On Twitter At']","White House press secretary Jen Psaki wouldn’t say why President Biden dropped Dr. Seuss from ""Read Across America Day,"" the annual celebration of reading in honor of the legendary children’s author.

While Biden followed presidential tradition in proclaiming ""Read Across America Day"" on Tuesday, March 2, Dr. Seuss’ birthday, he bucked his predecessors by leaving out any mention of Dr. Seuss from the proclamation.

6 DR. SEUSS BOOKS TO STOP BEING PUBLISHED BECAUSE OF RACIST IMAGERY

When asked during the White House press briefing Tuesday why the president left out Dr. Seuss, Psaki punted to the Department of Education.

""The proclamation was written by the Department of Education, and you could certainly speak to them about more specifics about the drafting of it,"" Psaki said. ""But read Across America Day, which is, you're right, has not existed forever, has only been around for a short period of time, elevates and celebrates a love of reading among our nation's youngest leaders.""

Psaki said, ""The day is also a chance to celebrate diverse authors whose work and lived experience reflect the diversity of our country, and that's certainly what they what they attempted to do or hope to do this year.""

""And as we celebrate the love of reading uplift diverse and representative authors, it is especially important that we ensure all children can see themselves represented and celebrated, celebrated in the books that they read,"" Psaki continued.

Psaki was asked whether the decision had to do with the controversy surrounding a lack of diversity in Dr. Seuss books, to which she replied: ""Again, I think it is important that children of of all backgrounds see themselves in the children's books that they read.""

""But I would point you to the Department of Education for any more details on the writing of the proclamation,"" Psaki said.

The decision comes after former President Barack Obama and former President Donald Trump both highlighted Dr. Seuss' contributions in their annual proclamations, a Fox News review of White House archives found.

""The works of Theodor Seuss Geisel, better known to us as Dr. Seuss, have sparked a love for reading in generations of students.,"" Obama said in his 2015 proclamation. ""His whimsical wordplay and curious characters inspire children to dream big and remind readers of all ages that 'a person's a person no matter how small.'""

Obama's 2016 proclamation described Seuss as ""one of America's revered wordsmiths"" who ""used his incredible talent to instill in his most impressionable readers universal values we all hold dear.""

Trump, in his 2018 proclamation, urged Americans to ""always remember the still-vibrant words of Dr. Seuss: 'You have brains in your head. You have feet in your shoes. You can steer yourself any direction you choose.'""

Then-first lady Melania Trump celebrated Read Across America Day in 2017 by reading Dr. Seuss books to hospitalized children.

Meanwhile, the sales of six Dr. Seuss books will cease over racist and insensitive imagery, according to Dr. Seuss Enterprises, which preserves and protects the author’s legacy.

""These books portray people in ways that are hurtful and wrong,"" Dr. Seuss Enterprises told The Associated Press in a statement.

""Ceasing sales of these books is only part of our commitment and our broader plan to ensure Dr. Seuss Enterprises’ catalog represents and supports all communities and families,"" the statement continued.

BIDEN ERASES DR. SEUSS FROM 'READ ACROSS AMERICA' PROCLAMATION AS PROGRESSIVES SEEK TO CANCEL BELOVED AUTHOR

Copies of ""And to Think That I Saw It on Mulberry Street,"" ""If I Ran the Zoo,"" ""McElligot's Pool,"" ""On Beyond Zebra!,"" ""Scrambled Eggs Super!,"" and ""The Cat's Quizzer"" will no longer be published.

The decision to cease publication and sales of the books was made last year after months of discussion, the company told AP.

""Dr. Seuss Enterprises listened and took feedback from our audiences including teachers, academics and specialists in the field as part of our review process. We then worked with a panel of experts, including educators, to review our catalog of titles,"" it said.

Books by Dr. Seuss -- born Theodor Seuss Geisel in Springfield, Massachusetts, on March 2, 1904 -- are sold in more than 100 countries.

The ""How the Grinch Stole Christmas!"" author remains popular, earning an estimated $33 million before taxes in 2020, up from just $9.5 million five years ago, the company said. Forbes listed him No. 2 on its highest-paid dead celebrities of 2020, behind only the late pop star Michael Jackson.

As adored as Dr. Seuss is by millions around the world for the positive values in many of his works, including environmentalism and tolerance, there has been increasing criticism in recent years over the way Black, Asian and other characters are drawn in some of his most beloved children’s books, as well as in his earlier advertising and propaganda illustrations.

The National Education Association, which founded Read Across America Day in 1998 and deliberately aligned it with Geisel’s birthday, has for several years deemphasized Seuss and encouraged a more diverse reading list for children.

A Virginia school system recently decided to discourage recognition of National Read Across America Day in light of the controversy, prompting discussion of the author and decisions to ""cancel"" his work on social media. The school system clarified in a Feb. 27 statement that it is not banning the author's books.

Fox News’ Peter Hasson, Audrey Conklin and The Associated Press contributed to this report.","['psaki', 'books', 'reading', 'seuss', 'press', 'dr', 'proclamation', 'america', 'say', 'wont', 'biden', 'day', 'dropped', 'read']",
19,"['Paul Steinhauser', 'Paul Steinhauser Is A Politics Reporter Based In New Hampshire.']","EXCLUSIVE: A pro-GOP outside group closely aligned with the Republican Governors Association (RGA) is launching an effort in three states against Democratic governors ‒ who could face challenging reelections next year ‒ over the $1.9 trillion COVID-19 relief package being pushed by President Joe Biden.

The new TV ads by State Solutions Inc., shared first with Fox News, will run in Maine, Minnesota and Wisconsin. The governors in those states, all first-term governors – Janet Mills, Tim Walz and Tony Evers ‒ are up for reelection next year in races that may be extremely competitive.

MCCONNELL BLASTS DEMOCRATS' COVID RELIEF BILL AS 'WILDLY OUT OF PROPORTION

The ads spotlight an analysis by House Budget Committee Republicans, which estimates that the bill, which conservatives call the ""Biden's Blue State Bailout,"" will cut $155 million from Maine, $805 million from Minnesota and $265 million from Wisconsin — while giving billions in new funding to California and New York, large states controlled by Democrats.

The ads, tailored to each of the three states, ask the Democratic governors and senators in those states to ""stand up"" for their constituents ""and oppose the California and New York bailout bill.""

State Solutions, which works closely with the RGA, wouldn't reveal the dollar amount but told Fox News there’s a ""substantial buy"" behind the spots, which they say will run Thursday through Sunday statewide in Maine, Minnesota and Wisconsin.

""The people need to demand their governors and senators do what is best for their state and stand up to their party bosses in D.C.,"" State Solutions president Dave Rexrode told Fox News.

Rexrode, who’s also RGA executive director, argued that ""taxpayers will be on the hook for this latest COVID package, and now their states will lose millions in COVID relief if these Democrats refuse to stand up to Biden and Pelosi. Families and businesses are already struggling because of COVID, and they are set to face even more challenges if their Governors and Senators don't take a stand against Biden’s Blue State Bailout.""

The massive relief bill was passed last week virtually along party lines by the Democratic controlled House. Debate and the first votes in the Senate – where the Democrats hold a razor-thin majority – is expected to take place on Thursday.

38 STATES TO HOLD GUBERNATORIAL ELECTIONS THIS YEAR AND NEXT: THE RACES TO WATCH

Congressional Republicans are unified in their opposition to the measure, and the portion of the bill that draws the most fire from the GOP is the $350 billion in the package to help cash-strapped states, localities and tribal governments amid an economy flattened by the coronavirus pandemic.

GOP lawmakers, pointing to the ballooning national debt, say the aid is an unnecessary ""liberal wish list"" that would benefit blue states over red states.

""They want to send wheelbarrows of cash to state and local bureaucrats to bail out mismanagement from before the pandemic,"" Senate Republican Leader Mitch McConnell charged on Wednesday. ""They're changing the previous bipartisan funding formula in ways that will especially bias the money toward big blue states.""

Democrats – as well as a bipartisan group of mayors – strongly support the funding as states and localities deal with a surge in public assistance amid declining tax revenues from the economic shutdown due to the pandemic.

""Funding to keep teachers, firefighters, transit workers, first responders in red states and blue on the job – not a liberal wish list. An American wish list,"" Senate Majority Leader Chuck Schumer argued Wednesday. ""So many of the people affected by this bill are not liberals or Democrats. They may be Republicans, they may be independents, they may be conservatives. But they're Americans who want some help to get out of this morass.""

CLICK HERE TO GET THE FOX NEWS APP

The GOP currently controls 27 of the 50 governorships. But more Americans live in states with a Democrat as governor.

Thirty-eight of the 50 states will hold gubernatorial elections this year and next year. Put another way – nearly 85% of Americans will have the opportunity to vote for governor in 2021 and 2022. At least a dozen of the gubernatorial showdowns are currently considered by political pundits to be competitive.","['fox', 'bidens', 'state', 'group', 'states', 'governors', 'stand', 'covid19', 'slammed', 'progop', 'covid', 'relief', 'blue', 'democrats', 'bill', 'package']",
20,"['Paul Steinhauser', 'Paul Steinhauser Is A Politics Reporter Based In New Hampshire.']","A new national poll indicates that President Joe Biden’s approval rating has slipped during his first month in the White House.

Biden holds a 51% approval rating in a Monmouth University survey released on Wednesday. That’s down slightly from the 54% of Americans who gave the new president a thumbs-up in late January, days after his inauguration.

BIDEN'S TANDEN NOMINATION COLLAPSE IS FAR THE FIRST TIME A NEW PRESIDENT'S SUFFERED A CABINET SETBACK

More noticeable is rise in Biden’s disapproval rating – from 30% in late January to 42% now. The rise comes as more people form an opinion of Biden – with those saying they had ""no opinion"" of the president plunging from 16% soon after his inauguration to 8% now.

""It’s probably not a surprise that Biden’s honeymoon period has closed quickly,"" Monmouth University Polling Institute Director Patrick Murray highlighted. But Murray noted that the president maintains a net positive rating in the new poll, which was conducted Feb. 25–March 1.

An average of all of the latest national polls that measured Biden’s approval rating – compiled by Real Clear Politics – put’s the president’s numbers at 55% approval and 40% disapproval.

Ninety-one percent of Democrats questioned in the Monmouth survey approve of Biden’s performance – basically unchanged since January. Eight in 10 Republicans disapprove, a jump of 10 points from a month ago. Independents are divided – with 43% approving and 48% disapproving. That’s a switch from January, when Biden held a 47%-30% approval/disapproval rating with independents.

BIDEN URGES STATES TO PRIORITIZE VACCINATIONS OF EDUCATIONS IN PUSH TO REOPEN SCHOOLS

The Monmouth survey also points to a drop in approval for Congress.

Three in 10 surveyed give approve of the job Congress is doing, down from 35% a month ago. Disapproval jumped from 51% in January to 59% now. But Monmouth notes that the January ""results were a historical high in eight years of national polling by Monmouth. While the current ratings have declined, they remain on the higher end of the range across which they have fluctuated since 2013.""

The poll also indicates that more than six in 10 Americans support the $1.9 trillion COVID stimulus and relief bill currently being considered by Congress.

CLICK HERE TO GET THE FOX NEWS APP

The Monmouth poll used live telephone operators to question 802 adults nationwide. The survey overall sampling error is plus or minus 3.5 percentage points.","['survey', 'bidens', 'month', 'postinauguration', 'rating', 'president', 'points', 'suggests', 'poll', 'honeymoon', 'monmouth', 'approval', 'appears', 'national']",
