,Authors,Body,Keywords
10,[],"“Modest fashion” has been a defining style for the past decade. The trend for oversize silhouettes and loose layers has united fashion fans, religious and secular, and has been in part an attempt by western brands to buy into the lucrative market of Muslim consumers. This shift has also seen the headscarf become increasingly acceptable, even covetable, in western fashion, with Nike, Uniqlo, Liberty, Tommy Hilfiger and Dolce & Gabbana among the brands selling scarves overtly tailored for use as hijabs in recent years.

Islamic dress, however, remains a lightning rod for controversy. Hijab bans are continually discussed in France while Switzerland is to hold a referendum on burqas this week, even as governments around the world encourage the use of face masks. China, too, has persecuted women for wearing the hijab.

Hana Tajima for Uniqlo 2018. Photograph: @uniqlo_uk/Instagram

In fashion, nothing has illustrated the tension as clearly as the story of Halima Aden, the trailblazing hijab-wearing Muslim model who was celebrated as an icon of inclusivity when she made her debut at Kanye West’s New York fashion week show in 2017, then walked for Alberta Ferretti and Maxmara in Milan.

Aden appeared on magazine covers, including British Vogue, and won major commercial contracts. Carine Roitfeld described her as “a different beauty” saying she was “drawn to her instantly”. Her inclusion was a win-win for the western fashion industry, which slapped itself on the back for doing a service to diversity, while also attracting a profitable new audience.

But two months ago, Aden announced that she was quitting the fashion industry because she felt the work had compromised her religious beliefs – particularly those concerning the hijab. In a series of emotional posts to her 1.4m followers on Instagram Stories, she showed a range of pictures of the way she was styled, with hats and various accessories used to meet the technical requirements of covering her hair (on one occasion, this included pairs of jeans) and said that she had felt deeply unhappy about them. She contrasted these images with photographs wearing coverings she was comfortable in, which covered her ears, neck, shoulders and chest. “Looking back now I did what I said I would never do,” she wrote, “which is compromise who I am in order to fit in.”

Halima Aden walks in the Max Mara women’s Fall-Winter 2017-18 collection. Photograph: Luca Bruno/AP

Aden’s high-profile declaration magnified deeper issues within the “modest fashion” concept and sent shock waves through the world of Muslim influencers and models, for whom she had become a kind of unofficial figurehead. “Halima’s words caused a huge ripple in our community. Everyone was talking about it,” says influencer Sebina Hussain, an influencer also known online as Sebinaah, who works with brands including Viktor & Rolf and Swarovski.

“For as long as I can remember, the media has portrayed women in hijab as oppressed. That is until modest fashion came along and the conversation for some-part has shifted,” says Hussain. This shift has, according to Hussain, left those adopting a less commercial look behind. “I’ve experienced it first-hand, how differently people treat me when I go out in an Abaya and no makeup versus an outfit from the high street and a face full of makeup.”

In her work as an influencer, she has had to speak out when concepts do not align with her values. “Many times I’ve worried I am being a nuisance and the brand may not want to work with me again”. Although, so far, her clients have always taken her concerns on board, this ties into “a huge pressure on Muslim women to look more western in any situation. The pressure is to want to appear more ‘normal’, to wipe away this negative stereotype associated with women in hijab,” she says.

Aden, too, said she felt this pressure. In her case, as a 19-year-old newcomer to the fashion industry, she said she felt “too scared to speak up” on photoshoots. She noted being called “frumpy” when opting for a more traditional hijab and said she felt pressure to look more “sexy”. She asserted that the fashion industry – with its paucity of Muslim stylists – didn’t understand the hijab within a religious, rather than aesthetic, context.

Aden’s presentation, in the fashion industry, was reminiscent of “hijabi” streetstyle – a glossy trend-led look popular on social media, in which headscarves were worn but clothes were not always noticeably ‘modest’. The popularity of this look – much copied among the army of teenage girls who look to social media for tips on wearing the hijab – seems to have helped muddy mainstream fashion’s understanding of what a hijab actually is.

A model showcases Mary Ma designs during the Modest Fashion Runway at Melbourne Fashion Week in 2019. Photograph: Daniel Pockett/Getty Images

The model Mariah Idrissi shot to fame in a campaign for the high-street chain H&M in 2015 – in which she wore a printed headscarf (which looks very similar to a traditional keffiyeh) and a loose salmon-pink coat over a monochrome ensemble.

She points out that many successful modest influencers have started dressing in an increasingly westernised way in recent years, which to her, gives the mainstream fashion industry the impression that these successful, high-profile women reflect the way all “fashionable” Muslim women may want to dress.

“The mainstream continue to look at them like figureheads for that community,” she says, “but they may not represent that any more.” She says the popularity of the commercially friendly “hijabi streetstyle” has a ripple effect “if others are adjusting their hijab – my way of dressing may have started to feel more extreme”.

Reina Lewis, professor of cultural studies at London College of Fashion says religious cultures are very often relegated to ‘aesthetic inspiration’”. Lewis, who recently co-authored two reports looking at modest workwear, points to more diverse recruitment as an “urgent need”. Citing Aden as a prime example of an employee presenting a greater need for “religious fashion literacy”.

“The lack of experience managing religious diversity in a professional team structured her experiences – here’s a model who was able to negotiate that she would never appear without her covering her hair but it proved insufficient in a context where brands and fashion professionals didn’t know enough about what covering means,” says Lewis. “Employers and the fashion industry need to learn the language of modest fashion.”

Until then, as Aden’s story has shown, the space that fashion has created so far for the hijab has been one in its own image: confined, reductive and limited.","['pressure', 'modest', 'appear', 'western', 'crisis', 'normal', 'fashion', 'hijab', 'look', 'religious', 'muslim', 'felt', 'women', 'industry']"
11,['Marie Le Conte'],"“I’m sure this budget will look better on Instagram,” said Keir Starmer in the Commons on Wednesday. “In fact, this week’s PR video cost the taxpayer so much, I was half expecting to see a line in the OBR forecast for it.”

Budget 2021 live: Sunak holds briefing after flagging tax rises to pay for Covid recovery Read more

The quip was aimed at Rishi Sunak, the chancellor of the exchequer, and someone who has become increasingly hard to avoid online. The video in question was nearly six minutes long, and featured about a hundred different shots of the 40-year-old talking about the year he has had at the Treasury.

With its moments of stylish lens flare and rousing orchestral soundtrack, it was a jarring watch, mostly because it felt like promotional content for a social media influencer, not the chancellor.

It didn’t come out of nowhere; since getting promoted by Johnson, Sunak’s social media feeds have been full of slick graphics, complete with his trademark signature. Over on Instagram, there are countless snazzy and stylish slogans, as well as pictures of the man himself looking professional yet relaxed, wearing hoodies and making light jokes in the captions.

Scroll back a bit further, however, and the real Rishi begins to come out. Back in 2019, Sunak’s feed looked exactly like what you would expect from an MP. There were slightly awkward pictures in small businesses – complete with unnecessary flash – and grainy, blurry pictures of him at the Proms, looking like someone who’d won a Blue Peter competition to be there.

The man behind the glow-up was Cass Horowitz, a special adviser and co-founder of The Clerkenwell Brothers, an “independent creative studio working across strategy, identity, advertising & social”. Looking at the company’s stylised photoshoots of fancy ice-cream, luxury tequila and pouty women posing with green juice provides much needed context for the chancellor’s transformation. After all, a politician can be a product like any other; you just need to know how to market it.

“There’s a certain obvious opportunism to it,” says Philip Seargeant, author of The Art of Political Storytelling. “The particular approach he and his team are taking is probably a lot to do with the old advertising idea of positioning – finding a distinct persona within the market – so the slick but homely image that’s being pushed for him is different from the belligerent populist images that have dominated politics recently, and has the chance to stand out because of this.”

Still, the real question is: who is Brand Rishi being marketed to? This was raised by Henry Hill, the news editor of Conservative Home: “Given that the prime minister seems fairly secure in post and we’re three years away from a general election, why is he investing so much in building up his brand with the country at large? The only electorate he’s likely to face any time soon is his Richmond [Yorkshire] constituency, who would return anyone with a blue rosette.”

It isn’t even clear that the general public is the target. Take the budget video; on Twitter, which is heavily populated with Westminster insiders and political obsessives, it was watched more than 850,000 times. On Facebook, where politicians usually go to connect with more normal voters, the figure is only 33,000. Either by mistake or design, Dishy Rishi is largely being sold to the SW1 bubble, to whom a case doesn’t necessarily need to be made. This may well end up having some unintended consequences.

“The principle of collective government is supposed to be that all policies are signed off by the cabinet and the prime minister, and therefore they’re the government’s policies,” says Hill. “When he was announcing lots of very popular stuff and having his signature and his branding on it rather than the Conservative party branding, that was rubbing some people up the wrong way.”

Choosing to put himself in the spotlight this early on is risky; stars cannot keep rising forever and, especially in the fickle world of politics, it doesn’t take much to become yesterday’s man. It also seems worth mentioning that his strategy is a novel one; although many MPs have relatively high-profile social media accounts, none have pushed it quite as far as he has.

“I don’t think we’ve seen anything on this scale before,” says Bethany Wheatley, the former head of digital of the Conservative party. “Cameron had Web Cameron and strategists who understood digital, so there was a cohesiveness, but his policies were not tied to his name as the brand in the same way.”

Until Brand Rishi came along, power-hungry politicians had to raise their profile through others. There were long sit-down interviews with friendly journalists who would wax lyrical about their impeccable homes and lovely children, or soft-focus conversations on television shows not known for their hard-hitting questions.

Then, within Westminster, it was about building a fresh and trustworthy team of people around you who could talk you up to hacks and MPs alike. The game was really about surrounding yourself with people who happened to find you remarkable, instead of having to remind everyone yourself of how remarkable you were.

Cutting out the middleman may feel like a quicker option, but Sunak should keep something in mind: shortcuts tend to remain shortcuts for a reason. Everyone would take them otherwise.","['media', 'man', 'influence', 'looking', 'video', 'brand', 'le', 'rishi', 'turned', 'pictures', 'policies', 'star', 'sunak', 'marie', 'social', 'trying']"
12,['Derecka Purnell'],"On Wednesday night, the House of Representatives voted to pass the George Floyd Act, named after the Black man killed by Minneapolis police officer Derek Chauvin last summer. Among many reforms, the act seeks to ban racial profiling, overhaul qualified immunity for police, and ban the use of chokeholds. While these seem like good measures, they are woefully insufficient to stop police violence. These reforms could not have even saved George Floyd’s life.

To be clear, Floyd did not die from a chokehold. A police officer put his knee to Floyd’s neck for eight minutes and 46 seconds. A medical examiner’s autopsy reported “cardiopulmonary arrest complicating law enforcement subdual, restraint and neck compression”. Floyd also had blunt force trauma to his head, face and shoulders. Banning chokeholds is important, as we should reduce the number of tactics that the police can employ to be dangerous. However, the problem with policing is precisely that – they can kill people using a diverse number of tactics. Shooting, kneeling, punching, suffocating, Tasing. Congress banned one practice, and not even the one responsible for the homicide.

Floyd was also probably not racially profiled. He did not have to be if he was breaking the law. Reportedly, Floyd tried to use a counterfeit $20 bill at a corner store. The clerk called the police because using counterfeit money is illegal. The definition of racial profiling is when police uses someone’s race to suspect that they have committed a crime. Here, Floyd’s act may have constituted a crime and the police showed up to fix it. What’s more criminal than counterfeit cash is the society where people live off of these transactions in corner stores in the first place. The police cannot solve this problem. They can show up and attempt to stop the crime, but they can’t stop the underlying conditions that give rise to it: class exploitation and poverty. Floyd appeared to need cash, not the police.

Congress has had several opportunities to give people what they actually need under the pandemic: money. By the time of Floyd’s death, lawmakers had only distributed $2,000 to the public, and not everyone received this stimulus check. I wonder if Floyd would have used a counterfeit $20 if Congress would have issued $2,000 a month to the public as several activists and progressive legislators have been demanding. George Floyd’s blood is on their hands.

But instead, Congress does what it always does when the police kill people: give cops more money. The George Floyd Act, named after someone who died because he didn’t have money to cover cigarettes, gives millions of dollars to police in grants. And lawmakers gave the police more money right after they failed to secure a $15 federal minimum wage and failed to deliver on the $2,000 checks they promised to voters who put Democrats in office. But, Congress made sure to include $750m in the George Floyd Act to investigate the deadly use of force by law enforcement. Protesters have been demanding to defund the police to keep us safe; not spend millions of dollars to investigate how we die. We know how we die – the police.

The Democratic party has repeatedly said “Black Lives Matter” since the Ferguson uprising in 2014. The Democratic national convention featured images and families involved in racial justice protests. Yet the party has mostly downright ignored the largest network of Black-led organizations, the Movement for Black Lives, who have been demanding that lawmakers pass The Breathe Act, the most comprehensive criminal legal package in the history of the United States. Representatives Ayanna Pressley and Rashida Tlaib announced the legislation last summer. The Breathe Act invests resources in all communities to alleviate police violence by building sustainable neighborhoods and reducing contact with law enforcement. The Act calls for investments in gainful employment, quality housing, and pilots for universal basic income. But Congress would rather pay for police than give resources to the masses of people suffering police violence.

And under the George Floyd Act, police will still kill more than 1,000 people every year. The victims will be overwhelmingly poor, Black, and disabled.

I completely understand that the political climate might require some compromises on the bill text. Top Democrats will hide behind these arguments to suggest that they will not find support for more progressive legislation. But political will starts with them to plant the seeds among their colleagues to make this possible. They cannot use their Republican colleagues as a shield from criticism when it is actually them, Democrats, who are not committed to more transformational policies. Vice-President Kamala Harris could have overruled the Senate parliamentarian who decided to remove the $15 minimum wage from the new Covid-19 relief package; she did not. The speaker of the House, Nancy Pelosi, could have stood up and championed The Breathe Act; she kneeled for a photo opportunity wearing Kente cloth instead. And Joe Biden could have kept his promise for $2,000 checks for people facing evictions, hunger and unemployment; he and the first lady put giant hearts on the White House lawn for Valentine’s Day instead.

And we will not forget.","['floyds', 'george', 'floyd', 'act', 'life', 'money', 'black', 'law', 'wouldnt', 'counterfeit', 'saved', '2000', 'congress']"
13,"['Max Rushden', 'Barry Glendenning', 'Flo Lloyd-Hughes', 'Ben Fisher']","Rate, review, share on Apple Podcasts, Soundcloud, Audioboom, Mixcloud, Acast and Stitcher, and join the conversation on Facebook, Twitter and email.

In a dull midweek round of Premier League games (so far), we find new ways to praise Manchester City, and turn our attention to the Football League.

How is iFollow working for Football League clubs? Is Norwich’s promotion from the Championship inevitable? We look at the prospects for Brentford, Watford, Swansea and Reading in the play-off mix.

There’s also in-depth analysis of the fates of EFL managers, from Jonathan Woodgate at Bournemouth, to Jimmy Floyd Hasselbaink at Burton Albion. There’s Mick McCarthy’s success at Cardiff City contrasted with Darren Moore’s immediate woes at Sheffield Wednesday. Meanwhile, the next Paul takes over at Ipswich.

We’ll be back on Friday. See you then.","['ways', 'woodgate', 'football', 'city', 'woes', 'weekly', 'watford', 'promotion', 'twitter', 'mist', 'close', 'league', 'zebras', 'canaries', 'working', 'turn']"
14,[],"A severe 7.2-magnitude earthquake struck off the east of New Zealand’s North Island on Friday, prompting a tsunami warning and calls for people in coastal areas to move immediately to high ground.

Tsunami waves were possible within 300km (200 miles) of the quake’s epicentre, the Pacific Tsunami Warning Center (PTWC) said.

There were no immediate reports of serious damage or casualties, but the New Zealand National Emergency Management Agency warned of a tsunami threat along the east of North Island.

“Anyone near the coast who felt a LONG or STRONG quake should MOVE IMMEDIATELY to the nearest high ground, or as far inland as you can,” the agency said in a tweet.

Anyone near the coast who felt a LONG or STRONG quake should MOVE IMMEDIATELY to the nearest high ground, or as far inland as you can #EQNZ — National Emergency Management Agency (@NZcivildefence) March 4, 2021

The New Zealand government’s seismic monitor Geonet assessed the quake at a magnitude of 7.2 with a depth of 94km (58 miles).

More than 60,000 people reported feeling the quake on GeoNet’s website, with 282 people describing the shaking as “severe” and 75 saying it was “extreme”. Most others described it as light.

The US Geological Survey initially recorded the quake at 7.3, then revised it down to 6.9. It said the quake occurred at a depth of 10km.

In 2011 a 6.3-magnitude quake hit the city of Christchurch, killing 185 people and destroying much of its downtown.","['severe', '72magnitude', 'high', 'strong', 'agency', 'immediately', 'north', 'zealand', 'tsunami', 'earthquake', 'warning', 'quake']"
15,['Alison Flood'],"US customers have flocked to buy copies of Dr Seuss titles after six of the children’s author’s books were withdrawn because of racist portrayals of people of colour.

Dr Seuss Enterprises, which preserves the late Theodor Seuss Geisel’s legacy, announced on Tuesday – the author’s birthday – that after working with a panel of experts to review Seuss’s books, it had concluded that the six titles portrayed people in ways that were “hurtful and wrong”.

Seuss’s first book, And to Think That I Saw It on Mulberry Street, contains an illustration of a Chinese man that caused controversy two years ago when it was included in a mural. If I Ran the Zoo suggests a “chieftain” in a turban could be kept in a zoo, and contains a drawing of two men, described as being from Africa, wearing grass skirts and carrying exotic-looking animals.

“Ceasing sales of these books is only part of our commitment and our broader plan to ensure Dr Seuss Enterprises’ catalogue represents and supports all communities and families,” said the organisation on Tuesday. Conservative media reacted to the news with outrage. Fox News declared: “cancel culture strikes beloved author” and that “if we lose this battle, America is lost”.

On Thursday morning, Amazon.com’s bestseller chart was filled with Seuss titles. Nine of the Top 10 books were by the late writer, and 30 of the Top 50. Used copies of the six titles for which publication has now ceased – And to Think That I Saw It on Mulberry Street, If I Ran the Zoo, McElligot’s Pool, On Beyond Zebra, Scrambled Eggs Super! and The Cat’s Quizzer – were put on sale for hundreds of dollars, as sellers looked to profit from the decision.

“I can’t tell you how angry I am that it will no longer be published!!” wrote one Amazon reviewer on the listing for Mulberry Street, while another ruled that there was “no racism here. Just overly PC people actively looking for something to be offended about.”

Seuss himself later revised the 1937 title Mulberry Street, saying that: “I had a gentleman with a pigtail. I colored him yellow and called him a Chinaman. That’s the way thing were 50 years ago. In later editions I refer to him as a Chinese man. I have taken the color out of the gentleman and removed the pigtail and now he looks like an Irishman.”

Seuss died in 1991, and more than 600m copies of his books are in circulation, earning Dr Seuss Enterprises about $33m (£24m) before tax in 2020, up from $9.5m in 2015, according to the company. Forbes listed him as the second highest-paid dead celebrity of 2020, in part thanks to film and TV deals, but mostly because of sales of his books.","['pulled', 'books', 'portrayals', 'charts', 'seuss', 'zoo', 'titles', 'dr', 'enterprises', 'racist', 'think', 'rockets', 'mulberry', 'copies', 'street']"
16,['Rob Davies'],"The White House has agreed to drop retaliatory US tariffs on UK exports including scotch whisky, raising hopes of a post-Brexit transatlantic trade deal.

In 2019, the then US president, Donald Trump, imposed a 25% tariff on a range of European Union exports, as part of a 16-year trade dispute over state support for aerospace rivals Boeing and Airbus.

Estimates released last month suggested the duty had led to a £500m dropoff in sales of Scottish single malt alone.

But the Department for International Trade (DIT) said on Thursday the Biden administration had ended the tariff. The move followed the UK scrapping punitive measures against Boeing in January.

“The easier it is for Americans to buy a bottle of Macallan, Talisker or Glenfiddich, the more money those producers will have to invest in their businesses, their staff and futures,” said the trade minister Liz Truss. “Today’s agreement shows that both the UK and the US are determined to work together to build back better and take our trading relationship to new heights.”

The rapprochement, which was first reported by the Spectator, will also result in tariffs being lifted on a range of goods, including £11m of cashmere, £38m of pork products and £45m of cheese, the DIT said.

“From scotch whisky distillers to stilton-makers, businesses across the UK will benefit from the US decision today to suspend tariffs in this dispute,” said Boris Johnson.

The government said it would continue to seek a “fair settlement” with the White House that removed all remaining punitive tariffs related to the dispute to boost the UK’s aerospace industry.

“The government reserves the right to reimpose tariffs at any point if satisfactory progress towards an agreeable settlement is not made,” the DIT said.

Business Today email signup

The move puts the UK at odds with the EU, which imposed retaliatory tariffs on US imports worth $4bn (£3bn) after the World Trade Organization (WTO) ruled the US had given illegal state aid to Boeing. The dispute stretches back to 2006, when the US complained that Airbus was receiving subsidies that put Boeing at a competitive disadvantage.

Drinks industry figures welcomed an end to tariffs that have proved a drag on sales.

“Today is a very good day for Scotch and Scotland,” said Ivan Menezes, the chief executive of Diageo, which owns brands including Johnnie Walker and Talisker. “Final resolution of the aerospace dispute, combined with the announcement of a continued freeze on spirits duty in yesterday’s Budget, will safeguard thousands of jobs across Scotland and the UK.”","['uk', 'scotch', 'dispute', 'white', 'dit', 'aerospace', 'exports', 'drop', 'tariffs', 'whisky', 'including', 'boeing', 'trade']"
17,[],"A female doctor has been killed in a bomb blast in the eastern Afghan city of Jalalabad in what appeared to be another targeted attack, days after three female media workers were shot dead in the area.

Journalists, religious scholars, activists and judges have been victims of a recent wave of political killings across Afghanistan, forcing many into hiding, with some fleeing the country.

In the latest incident, the doctor was killed after a magnetic bomb was attached to the vehicle in which she was travelling, according to a spokesperson for the provincial governor’s office. A child was also injured by the explosion.

“She was commuting in a rickshaw when the bomb went off,” the spokesperson said.

The blast was claimed by the local affiliate of Islamic State, according to the Site Intelligence Group. The jihadist group reportedly said the victim had been “working as an apostate Afghan intelligence element”.

On Tuesday three female media workers were shot dead in Jalalabad in separate attacks minutes apart. Those attacks were also claimed by Isis.

Afghan and US officials have previously blamed the Taliban for the wave of violence, but the group has repeatedly denied the charges.

The killings have been acutely felt by women, whose rights were crushed under the Taliban’s five-year rule, including being banned from working. Intelligence officials have previously linked the renewed threat against female professionals to demands at peace talks for their rights to be protected.

The attacks come as speculation is rife over the US’s future in Afghanistan after the Biden administration announced plans to review the withdrawal agreement signed with the Taliban last year that paved the way for foreign troops to leave the country by May.","['bomb', 'afghanistan', 'spokesperson', 'targeted', 'group', 'attacks', 'workers', 'female', 'killed', 'working', 'taliban', 'doctor', 'intelligence', 'wave', 'attack']"
18,['Linda Geddes'],"Four scientists who discovered a key mechanism that causes migraines, paving the way for new preventive treatments, have won the largest prize for neuroscience in the world, sharing £1.1m.

The Lundbeck Foundation in Denmark announced on Thursday that the British researcher Peter Goadsby, Michael Moskowitz of the US, Lars Edvinsson of Sweden and Jes Olesen of Denmark had won the Brain prize.

Speaking at a press briefing ahead of the announcement, Goadsby, a professor of neurology at King’s College London, said: “I’m excited that migraine research is getting this award and that migraine – this disabling problem that is a brain disorder – is being recognised in an appropriate way.”

Formally known as the Grete Lundbeck European brain research prize, the annual award recognises highly original and influential advances in any area of brain research. The award ceremony will take place in Copenhagen on 25 October, where the prize will be presented by Crown Prince Frederik of Denmark.

The prize-winning research revolves around unpicking the neural basis of migraine, a crippling neurological condition characterised by episodes of throbbing head pain, as well as nausea, vomiting, dizziness, extreme sensitivity to sound, light, touch and smell. It affects about one in seven people globally and is about three times more common in women than men. In the UK, it is estimated that migraines result in the loss of 25m work or school days each year at an economic cost of £2.3bn.

For many years, migraine was thought to be a psychosomatic condition, resulting from people being unable to deal with stress. Although treatments were available, these only helped to relieve the symptoms, rather than addressing the root cause, which was unknown.

In 1979, Moskowitz, a professor of neurology at Harvard Medical School, proposed that migraines result from an interaction between the trigeminal nerve – involved in detecting sensations from the head and face – and the thin, pain-sensitive “meninges” membranes that surround the brain. He demonstrated that migraine attacks were triggered when trigeminal nerve fibres released chemicals called neuropeptides that caused the blood vessels of the meninges to dilate, resulting in inflammation and pain. He suggested that blocking the action of these neuropeptides could provide a new type of treatment.

Another breakthrough came when Goadsby, together with Edvinsson, a professor of internal medicine at Lund University in Sweden and the president of the International Headache Society, identified the key neuropeptide involved in triggering these attacks: calcitonin gene-related peptide (CGRP).

Further work by Olesen showed that when CGRP was given to migraine patients it could trigger an attack, and that drugs that blocked the neuropeptide could help treat migraine. In 2004, he and his team published the results of a large clinical trial suggesting that such “CGRP antagonist drugs” were effective in the acute treatment of migraine attacks.

This has led to the development of new treatments, including monoclonal antibody-based drugs such as erenumab, currently available in the UK, and the small molecule drugs rimegepant and ubrogepant, which are as yet only available in the US. Although these drugs do not cure migraine, they markedly improve the quality of life of many patients, helping to both treat and prevent migraine attacks.

Goadsby said: “I think the important thing about this research is that it shows a neuroscience-based approach has value and that bench and bedside research married together has the ability to change clinical practice. I’m humbled by the emails that we get from patients whose lives have been changed by these medicines. We haven’t changed them all, we’ve only just started, but what this research shows is that migraine is a tractable problem.”","['goadsby', 'win', 'treatments', 'discovered', 'prize', '11m', 'migraines', 'scientists', 'migraine', 'patients', 'professor', 'mechanism', 'research', 'brain', 'drugs']"
19,['Alex Kotch'],"Republican senators cited a study commissioned by the biggest oil and gas trade association in the US in their criticisms of Deb Haaland, Joe Biden’s nominee to lead the Department of the Interior, during a confirmation hearing last week.

Republicans on the Senate energy and natural resources committee referenced the study, which has been widely criticized by conservationists, as they grilled Haaland, a Democratic US representative from New Mexico, on her past statements about energy issues and the Biden administration’s climate plans.

At issue in particular was the administration’s 60-day pause on new federal oil and gas leases, which several senators mischaracterized as a “ban”.

All Republicans on the committee have received significant campaign contributions from oil and gas political action committees and employees, and some are personally invested in the industry, as the Guardian and the Center for Media and Democracy recently reported.

Haaland, who would be the first Native American cabinet secretary, supports the Green New Deal and opposes fracking on federal land. As secretary of the interior, she would implement Biden’s climate agenda, which, though relatively ambitious, may not go as far as she would prefer.

As they criticized Haaland and Biden’s stance on federal leases, two of the senators cited projected job losses from a ban on federal oil and gas extraction that came from a study commissioned by the American Petroleum Institute (API). API is the country’s biggest oil and gas trade association and spent millions of dollars to help elect Republicans to Congress in the 2020 cycle.

John Barrasso of Wyoming, the ranking member on the committee and a top Senate recipient of oil and gas contributions, cited the institute’s September 2020 study three times during the hearings, and Cindy Hyde-Smith of Mississippi referenced it once.

On 23 February, Barrasso listed the study’s projected job losses for the states that committee members represent, leading with Haaland’s state of New Mexico (62,000 jobs) and his state of Wyoming (33,000).

“My question is for you: why not just let these workers keep their jobs?” asked Barrasso.

Conservationists have criticized the study. It considers a permanent ban on new and existing leases, not the current 60-day pause on only new leases, and predicts job losses over a two-year period. The energy news website DeSmog noted that these predicted job losses far exceed the total number of employees in the oil and gas extraction industry, and described the claim as “staggering”.

The industry has nearly “500,000 acres of federal public lands leases they have not yet developed, 31,000+ existing federal public lands oil & gas wells, and a stockpile of ~5,000 approved-but-unused federal public lands drilling permits”, according to the executive director of the Western Environmental Law Center.

Facebook Twitter Pinterest Senator John Barrasso, the ranking member on the natural resources committee. Photograph: Kent Nishimura/Los Angeles Times/Rex/Shutterstock

“This Chicken-Little routine from API and the Western Energy Alliance shouldn’t fool anyone,” said Aaron Weiss, deputy director of the Center for Western Priorities, a non-partisan conservation and advocacy organization.

“The oil industry ‘studies’ that Barrasso and company keep citing are directly contradicted by oil executives themselves, who rightly point out to investors that they’re sitting on tens of thousands of approved drilling permits and tens of thousands more unused oil leases.”

The Western Energy Alliance is a trade group of more than 200 oil and gas companies that is suing the Biden administration over its pause on new leases. In a press release announcing the suit, it cites the API study and another study that the Western Energy Alliance secretly financed and was written by a professor who has received funding from the Charles Koch Foundation and is known for publishing industry-funded propaganda.

At other times during the hearings, Barrasso referenced the API study’s job loss numbers for New Mexico and Wyoming and its national estimate of nearly 1m lost jobs. The senator claimed that lost revenue from oil and gas production on federal lands would cost states’ education systems, a claim that API promoted in its “EnergyCitizens” advertising campaign last fall.

Barrasso has another potential conflict of interest. He owns as much as $500,000 worth of stock in Berkshire Hathaway, a conglomerate whose subsidiaries’ pipelines transported 8% of the natural gas Americans consumed in 2019.

Hyde-Smith, whose campaigns have received $357,000 from oil and gas Pacs and employees, cited the API report’s claim of 14,000 job losses over two years and potentially $32m in lost revenue in her state, Mississippi. She also listed the study’s projected national 68% decrease in offshore natural gas production by 2030 and a big increase in oil imports.

“By halting this production of essential fossil fuels, Mississippi jobs alone would be just decimated,” Hyde-Smith said.

Haaland corrected Hyde-Smith, reminding her that the Biden administration had paused, not banned, new leases.

Hyde-Smith’s communications director Chris Gallegos did not answer questions about the study but said: “Senator Hyde-Smith does not base her votes on political support or contributions, but rather on what she believes is in the best interest of Mississippi and the nation.” The office of Barrasso did not return a request for comment.

Marcela Mulholland, political director of the progressive polling and research group Data for Progress, said: “Republican senators like John Barrasso and Cindy Hyde-Smith whose campaigns are bankrolled by fossil fuel billionaires have tried for years to push the narrative that voters must choose between a livable planet and good jobs.

“Voters aren’t buying it. Data for Progress polling shows that voters across the country reject the notion that creating jobs and transitioning to clean energy are mutually exclusive. The reality is that launching an all-out, government-wide mobilization to stop climate change has the potential to create millions of good jobs across the country.”

The energy committee will vote on whether to advance Haaland’s nomination on Thursday. With the support of the Maine Republican Susan Collins and conservative Democrat Joe Manchin of West Virginia, Haaland is expected to pass the test.

API has been generous to Republican candidates, including those on the energy committee.

In 2020, API gave $5m to the Senate Leadership Fund, which spent tens of millions of dollars to elect the Republican committee members Steve Daines of Wyoming ($24.7m), who pledged to block Haaland’s nomination, and Roger Marshall of Kansas ($17.5m). The Super Pac also spent money to help Collins and attack the Democratic committee members John Hickenlooper of Colorado and Mark Kelly of Arizona.

In 2018, Barrasso’s most recent election year, API’s Pac donated $7,500 to his campaign. In 2020, Hyde-Smith’s most recent election, it gave $2,000 to her campaign. In that cycle, the Pac contributed $19,500 to senators on the energy committee, all of them Republicans.

API funds national political committees that support state Republican candidates as well, having given $125,000 to the Republican Governors Association, $50,000 to the Republican Attorneys General Association, and $25,000 to the Republican State Leadership Committee in 2018.

The institute has also donated to Charles Koch-funded organizations such as Americans for Prosperity and the Cato Institute.

Oil and gas boosters avoid talking about Biden’s plan to create 10m clean energy jobs. While the transition from fossil fuel jobs to good-paying green jobs may be tricky, the world needs to drastically decrease its fossil fuel consumption by 2030 to avoid climate change-induced drought, floods, extreme heat and poverty for hundreds of millions of people, according to a UN Intergovernmental Panel on Climate Change (IPCC) report from 2018.

In addition, the effects of the climate crisis are already costing the US huge amounts of money and are predicted to demand hundreds of billions annually by 2090. In 2020, hurricanes, wildfires, and other disasters in the US – many that were caused or intensified by the climate crisis – cost $95bn.","['oil', 'used', 'deb', 'study', 'api', 'republicans', 'gas', 'committee', 'jobs', 'federal', 'climate', 'haaland', 'industrybacked', 'republican', 'criticize', 'energy']"
